runs_test_p_value,longest_run_ones_in_a_block_p_value,binary_matrix_rank_p_value,non_overlapping_template_matching_p_value,maurers_universal_p_value,serial_test_p_value_1,serial_test_p_value_2,approximate_entropy_p_value,cumulative_sums_p_value_1,cumulative_sums_p_value_2,random_excursions_p_value_1,random_excursions_p_value_2,random_excursions_p_value_3,random_excursions_p_value_4,random_excursions_p_value_5,random_excursions_p_value_6,random_excursions_p_value_7,random_excursions_p_value_8,random_excursions_variant_p_value_1,random_excursions_variant_p_value_2,random_excursions_variant_p_value_3,random_excursions_variant_p_value_4,random_excursions_variant_p_value_5,random_excursions_variant_p_value_6,random_excursions_variant_p_value_7,random_excursions_variant_p_value_8,random_excursions_variant_p_value_9,random_excursions_variant_p_value_10,random_excursions_variant_p_value_11,random_excursions_variant_p_value_12,random_excursions_variant_p_value_13,random_excursions_variant_p_value_14,random_excursions_variant_p_value_15,random_excursions_variant_p_value_16,random_excursions_variant_p_value_17,random_excursions_variant_p_value_18,byte_entropy_between_packets,bit_entropy_between_packets,byte_entropy,intra_packet_bit_entropy,ciphertext_length_bytes,ciphertext_length_mod_8,ciphertext_length_mod_16,ciphertext_length_mod_32,unique_byte_count,zero_byte_ratio,printable_byte_ratio,bit_one_ratio,bit_zero_ratio,unique_16byte_block_count,repeated_16byte_block_ratio,compression_ratio,label
0.585667,0.858616,0.195587,0.112725,0.66644,1.0,0.428112,8.0,0.27738,0.815829,1.0,0.35922,0.697322,0.977072,0.686925,0.686704,0.367183,0.469522,0.630368,0.896996,0.52568,0.415738,0.62876,0.981354,0.686875,0.535963,0.392812,0.4875,0.22571,0.738294,0.742072,0.650622,0.499816,0.878166,0.712064,0.218722,7.8938,7.6376,8.0,7.8338,12627,3,3,19,256,0.005252,0.351146,0.522401,0.477599,772,0.021546,0.996746,ChaCha20
0.345146,0.587704,0.289508,0.471357,0.51904,0.686579,0.0,7.5505,0.831458,0.361165,0.587832,1.0,0.467203,0.417987,0.505508,1.0,0.569873,0.0,0.449312,0.832549,0.0,0.164154,0.424286,0.729107,0.487967,0.72124,0.988372,0.627571,0.815208,0.424582,1.0,0.249514,0.705876,0.719478,0.593132,0.320834,8.0,8.0,8.0,7.9961,149,5,5,21,123,0.001023,0.353935,0.492195,0.507805,7,0.222222,0.96346,AES
0.652023,0.532646,0.739956,0.64496,0.161679,0.16516,0.683814,7.9443,0.272153,0.555156,0.525811,0.384962,0.561027,0.595711,0.727572,0.540315,0.6587,0.924842,0.700706,0.114082,0.285008,0.786466,0.243638,0.399131,0.998788,0.83855,0.868061,0.415899,0.449887,0.43805,0.448606,0.54914,0.52149,0.351533,0.0,0.492794,7.3196,7.4199,7.6231,7.3026,1001,1,9,9,252,0.008123,0.325943,0.503168,0.496832,56,0.096774,0.991055,Blowfish
0.312133,0.748181,0.445207,0.221936,0.340257,0.367482,0.03927,7.3134,0.510131,0.682063,0.50018,0.928334,0.386892,0.815735,0.431064,0.926676,0.921887,0.84748,0.659961,0.090044,0.76593,0.670025,1.0,0.274141,0.751585,0.752647,0.223421,0.133728,0.474406,0.268252,0.595364,0.379399,0.0,0.544972,0.644604,0.807936,6.7909,7.8993,7.3802,7.4079,64,0,0,0,57,0.005334,0.312494,0.487515,0.512485,3,0.25,0.982657,ECC
0.414127,0.149509,0.868151,1.0,0.0,0.372044,0.720443,7.9487,0.422773,0.322599,1.0,0.168901,0.414433,0.431039,0.197813,0.082883,0.726298,0.281204,0.0,0.327928,0.819607,0.73291,0.638992,0.530622,0.254689,0.647501,0.715537,0.222599,1.0,0.455536,0.442363,1.0,0.0,0.608616,0.678726,0.286499,8.0,7.5242,7.7392,7.5245,1388,4,12,12,256,0.006354,0.316931,0.476067,0.523933,83,0.034884,0.991427,Blowfish
0.637109,0.501342,0.3875,0.283586,0.594472,0.093196,0.345522,7.1773,0.291083,0.251837,0.041271,0.511969,0.172045,0.836979,0.874726,0.600932,0.187443,0.41241,0.745987,0.791643,0.426182,0.528213,0.019409,0.67092,0.361344,0.994326,0.768561,0.401988,0.857344,0.441575,0.376053,0.367895,0.075816,0.354082,0.370694,0.466475,6.8554,7.2204,7.3483,6.5209,1463,7,7,23,256,0.001292,0.340502,0.517309,0.482691,91,0.0,1.004223,DES
0.904174,0.408969,1.0,0.450163,1.0,0.425536,0.21109,7.5641,0.636325,0.062036,0.4182,0.882031,0.290024,1.0,0.10628,1.0,0.705968,0.813213,0.08482,0.546766,0.481263,0.759102,0.480589,0.338107,0.56249,0.521099,0.375194,0.622506,0.231838,0.499294,0.227808,0.669094,0.672102,0.755845,0.743692,0.46952,7.5726,7.9279,7.3366,7.5661,1536,0,0,0,256,0.003712,0.437022,0.507754,0.492246,82,0.145833,1.027556,3DES
0.372106,0.0,0.017472,0.146945,0.767979,0.362817,0.172981,6.9603,0.42451,0.264415,0.57544,0.252524,0.752591,0.760788,0.022047,0.760596,0.617323,0.504711,0.682306,0.0,0.491213,0.735845,0.762982,0.110621,0.266104,0.298269,0.344289,0.746366,0.292931,0.230403,0.129073,0.772425,0.449217,0.651449,0.607305,1.0,7.2035,6.4406,7.1878,6.9808,793,1,9,25,200,0.000247,0.29037,0.546313,0.453687,47,0.040816,1.002955,DES
0.566949,0.484517,0.612642,0.761891,0.763813,0.91142,0.398024,8.0,0.793225,0.558859,0.306454,1.0,0.200997,0.335383,0.726101,0.605354,1.0,0.098962,0.935546,0.411355,1.0,0.0,1.0,0.222107,0.604839,0.812263,0.383882,0.235817,0.699162,0.679969,0.272768,0.724369,0.366085,0.0,0.420646,0.369024,8.0,7.7537,8.0,7.8428,961,1,1,1,253,0.007984,0.379414,0.50221,0.49779,53,0.116667,0.976949,AES
0.362122,0.216947,0.315021,0.669281,0.801129,0.831992,0.464139,6.7171,0.0,0.0,1.0,0.616017,0.997826,0.122973,0.308105,0.282108,0.164814,0.570969,0.314709,0.928944,1.0,0.472705,0.105624,0.63953,0.480098,0.831108,0.494884,0.969875,0.368287,0.693168,0.589735,0.113848,0.501035,0.39147,0.0,0.154138,6.7682,6.9937,7.0422,6.9375,1696,0,0,0,256,0.0,0.325928,0.530094,0.469906,90,0.150943,0.985891,DES
0.101117,0.252637,0.465202,0.324341,0.240649,0.291873,0.790028,6.6946,0.291113,0.003386,0.700039,0.54608,0.756703,0.149941,0.257064,0.0,0.271285,0.305234,0.233367,0.790392,0.15582,0.155714,0.784219,0.563667,0.0,0.317471,0.457263,0.263853,1.0,0.709278,0.461563,0.332287,0.755692,0.018211,0.441227,0.135942,6.9811,7.1307,7.1104,6.8243,720,0,0,16,256,0.003942,0.359595,0.529992,0.470008,38,0.155556,0.973557,DES
0.135067,0.920926,0.618045,0.597156,0.509889,0.288708,0.381978,7.7132,0.424264,0.562054,0.611718,0.288538,0.37726,0.320532,0.442279,0.38667,0.636842,0.541882,0.14884,0.647284,0.383127,0.949753,0.341519,0.340758,0.85093,0.467254,0.843881,0.543898,0.519663,0.0,0.192323,0.639848,1.0,0.772372,0.186485,0.675213,8.0,7.5092,7.4028,7.2683,800,0,0,0,247,0.006897,0.413679,0.499205,0.500795,43,0.14,0.978756,Blowfish
0.759848,0.170276,0.771345,0.419821,0.393212,0.692602,0.501146,7.8994,0.72315,1.0,0.566376,0.085655,0.707052,0.789879,0.418861,0.366868,0.537286,0.905054,0.527269,0.132758,0.398302,0.250392,0.510782,0.388916,0.414157,0.757091,0.795105,0.678319,1.0,0.141659,0.36001,0.355074,0.932331,0.668115,0.575131,1.0,7.7656,7.5852,7.6774,8.0,10176,0,0,0,256,0.007296,0.289753,0.512529,0.487471,580,0.08805,1.024918,ChaCha20
0.016638,0.667002,0.681698,0.548738,0.176938,0.372528,0.835691,7.4383,0.87733,0.052575,0.893007,0.099297,0.48258,0.319078,0.302539,0.091525,0.717238,0.40961,0.226011,0.322039,0.678583,0.034398,0.653469,0.0,0.184417,0.284866,1.0,0.166451,0.534107,0.372277,0.454952,0.529446,0.115766,0.625676,0.900257,0.370558,7.701,7.3859,7.5804,7.3386,1726,6,14,30,256,0.005688,0.280411,0.487213,0.512787,104,0.028037,0.969947,3DES
0.613325,0.696179,1.0,0.543203,0.093879,0.259055,0.475497,7.2437,0.662216,0.608211,0.014273,1.0,0.736295,0.557861,0.511462,0.749772,0.289846,0.513175,0.34728,0.403247,0.132854,0.523462,0.506709,0.716796,0.583956,0.250584,0.111178,0.577092,0.415788,0.840628,0.93268,0.887328,0.437827,0.624404,1.0,0.491969,7.3936,7.4769,7.5895,7.2059,1216,0,0,0,256,0.001317,0.387896,0.480123,0.519877,64,0.157895,1.019314,3DES
1.0,0.968152,1.0,0.566542,0.807827,0.788846,0.550033,7.48,0.325571,0.0,0.39213,0.0,0.822891,0.373209,1.0,0.391216,0.531168,0.281593,0.762364,0.735278,0.330143,0.695776,0.592852,0.572957,0.805326,0.187777,1.0,0.478926,0.678035,0.508727,0.643416,0.868905,0.635247,0.520292,0.349368,0.580305,8.0,8.0,7.8395,8.0,848,0,0,16,232,0.002743,0.31046,0.503503,0.496497,52,0.018868,0.954585,AES
0.938596,0.114084,0.988879,0.756723,0.161528,0.192759,0.0,7.7304,0.156772,0.860019,0.122228,0.623367,0.545881,0.978897,1.0,0.393438,0.545063,0.81506,0.841659,0.557905,0.464355,0.417496,0.731157,1.0,0.432029,0.038575,0.756314,0.2922,0.55367,0.640029,0.739186,0.530816,0.407748,0.368425,0.0,0.383784,7.5093,7.5645,8.0,7.5486,192,0,0,0,95,0.009702,0.352068,0.46761,0.53239,10,0.166667,1.013198,Blowfish
0.464299,0.0,0.603585,0.0,0.0,0.30276,0.422845,7.3269,0.812293,0.419216,0.254044,0.653034,0.2799,0.453644,0.075322,0.185102,0.733288,0.332878,0.161046,0.539178,0.682369,0.443771,0.298708,0.0,0.482537,0.034903,0.499573,0.51794,0.0,0.563991,0.641029,1.0,0.952178,0.0,1.0,0.334378,7.2793,7.0691,7.3618,6.8144,1552,0,0,16,256,0.000339,0.369534,0.511478,0.488522,90,0.072165,1.013812,DES
0.383384,0.129412,0.519071,0.14203,0.701362,0.434454,0.673839,7.4031,0.333425,0.678732,0.214178,0.06549,0.735009,0.036485,0.446684,0.608203,1.0,1.0,0.562362,0.236777,0.0,0.243303,0.505571,0.633615,0.718087,0.657952,0.876662,0.13363,0.872629,0.460864,0.578355,0.395424,0.491998,0.400491,0.143663,0.652816,7.408,7.2404,7.1978,6.9278,66,2,2,2,63,0.005249,0.325367,0.510598,0.489402,4,0.0,0.967748,ECC
0.299185,0.0,0.396726,0.794572,0.905059,0.0,0.0,6.4938,0.558847,0.282932,1.0,1.0,0.015193,0.052302,0.420375,0.636661,0.0,0.774344,0.516829,1.0,0.112401,0.619168,0.0,0.608489,0.272821,0.359293,0.046754,0.685067,0.004118,0.167498,0.582049,0.489805,0.050253,0.166888,0.005141,0.208572,6.9611,7.1282,7.0101,6.4726,1136,0,0,16,256,0.001925,0.553128,0.472091,0.527909,62,0.126761,1.016483,DES
0.684909,0.352038,0.170805,0.476369,0.717457,0.424377,0.703911,8.0,0.54126,0.492134,0.463617,0.891944,1.0,0.720473,0.862767,0.520849,0.717436,0.162504,0.499405,0.634219,0.550477,0.496857,0.674835,0.487953,0.729928,0.532937,1.0,0.589277,0.397602,0.414548,0.073444,0.253427,0.751886,0.98773,0.661692,0.511067,7.8574,8.0,7.5091,7.7939,9024,0,0,0,256,0.00251,0.200317,0.476398,0.523602,548,0.028369,1.002213,ChaCha20
0.426097,0.334134,0.340054,0.963297,0.204292,0.226015,0.996064,6.9322,0.672131,0.717217,0.665189,0.708331,0.368293,1.0,0.086694,0.458093,0.0,0.0,0.230935,0.59153,0.778663,0.056382,0.142705,0.487777,0.461512,0.269191,0.352979,0.114038,0.81382,0.271914,0.0,0.99789,0.0,0.115189,0.261992,0.479175,7.3783,6.9576,7.0428,6.9193,265,1,9,9,186,0.006684,0.274607,0.540379,0.459621,15,0.0625,0.986164,DES
0.284161,0.706174,0.792137,0.387922,0.537579,0.195374,0.325953,8.0,0.974461,0.332293,0.927761,0.411061,0.763403,0.841653,0.62197,0.423066,0.141415,0.652866,0.05085,0.668807,1.0,0.511278,1.0,0.772074,0.722486,0.615747,0.532802,0.601029,0.211812,0.516669,0.032611,0.114826,0.344965,0.538686,0.410137,1.0,7.922,8.0,7.9163,7.6607,2016,0,0,0,256,0.005303,0.394163,0.502644,0.497356,125,0.007937,0.976642,AES
0.61831,0.100232,0.160389,0.354238,0.314083,0.782627,0.288691,7.0959,0.705228,0.594347,0.08384,0.0,0.70933,0.214061,0.708364,0.085284,0.297252,0.697105,0.547847,0.342659,0.765756,0.708558,0.695589,0.618042,0.620456,0.511118,0.0,0.585563,0.103207,1.0,0.035496,0.73354,0.387562,0.165526,0.395354,0.19707,6.9583,6.914,6.8073,7.1061,1231,7,15,15,256,0.005088,0.319097,0.506178,0.493822,71,0.065789,0.975977,DES
0.310946,0.273286,1.0,0.589187,0.501949,0.503196,0.538362,8.0,0.131656,0.50991,0.513464,0.862361,0.208777,0.434919,1.0,0.099905,1.0,0.469433,0.319405,0.200802,0.506126,0.212582,0.3889,0.595048,0.257114,0.937994,0.55214,0.385914,0.552672,0.128996,0.775394,0.866081,0.556658,0.39416,0.485085,0.208825,7.8609,7.743,8.0,7.5409,2864,0,0,16,256,0.002338,0.445882,0.512608,0.487392,173,0.03352,0.979179,AES
0.34068,0.250511,0.776084,0.928961,0.0,0.13238,0.431086,7.5247,0.037011,0.770298,0.645431,0.573573,0.502796,0.637541,0.844425,0.341584,0.744705,0.518538,1.0,0.449499,1.0,0.813436,0.46921,0.386424,0.314676,0.613991,0.0,0.770392,1.0,0.445706,0.231264,0.651132,0.494011,0.32195,0.401961,0.52329,7.6233,7.6161,7.851,7.7756,1536,0,0,0,256,0.003364,0.310734,0.467875,0.532125,91,0.052083,1.000223,Blowfish
0.494934,0.257227,0.102762,0.319866,0.31346,0.778272,0.0,7.3787,1.0,0.714918,0.67491,0.712236,0.608367,0.711781,1.0,0.570198,0.449616,0.556673,0.132513,0.605621,0.462888,0.896421,0.567138,1.0,0.516334,0.818091,0.393133,0.75167,0.804066,0.502791,0.793111,0.309354,0.0,0.614993,0.779611,0.866023,7.3925,7.2664,6.8761,7.34,456,0,8,8,237,0.006154,0.422047,0.515564,0.484436,27,0.035714,0.959885,3DES
0.159939,0.52647,0.318093,0.308808,0.712046,0.867177,0.189843,7.27,0.608532,0.249713,0.328178,0.916684,0.596235,0.400282,0.906514,0.568501,0.528946,0.478576,0.42906,0.561888,0.702657,0.974194,0.766104,0.627099,0.46849,0.243579,0.578494,0.452259,0.092744,0.679651,0.530731,0.902314,0.192672,0.092944,0.391912,0.4674,7.4052,7.6672,7.3094,7.8208,368,0,0,16,96,0.001677,0.28935,0.487222,0.512778,20,0.130435,0.954779,3DES
0.319678,0.662239,0.391032,0.743899,0.803764,0.749886,0.578625,7.6154,0.61137,0.925685,0.466242,0.623232,0.648194,0.321661,0.166206,0.681887,0.331165,0.676914,0.212652,0.367051,0.87631,0.620567,0.548666,0.0,0.568389,0.826939,0.402397,0.692886,0.583163,0.0,0.647291,0.703176,0.582578,0.54405,0.71427,0.78797,8.0,7.8075,7.5988,7.5879,536,0,8,24,187,0.0,0.361479,0.50286,0.49714,31,0.060606,0.980476,Blowfish
0.472398,0.7342,0.367468,0.842219,0.0,0.509709,0.427617,7.7268,0.724996,0.12657,0.283276,0.135447,0.905604,0.465597,0.316461,0.338937,0.849066,0.29095,0.37494,0.982732,0.565584,0.7069,0.461665,0.932401,0.803514,0.73326,0.382737,0.739085,0.0,0.267405,0.706153,0.336853,0.90548,0.306473,0.553385,1.0,7.2039,6.8213,7.9094,7.2392,864,0,0,0,245,0.002427,0.286364,0.475558,0.524442,51,0.055556,1.024596,Blowfish
0.406956,0.144546,0.788172,0.461437,0.40984,0.886677,0.545757,7.0819,0.456116,1.0,0.010128,0.557913,0.722857,0.714951,0.461036,1.0,0.927271,0.404059,0.584964,0.285738,0.509526,0.622694,0.578009,1.0,0.484903,1.0,1.0,0.510103,0.469328,0.27065,0.5563,0.0,1.0,0.721314,0.520078,0.268441,7.2963,7.6496,7.2101,7.1721,66,2,2,2,50,0.001853,0.358043,0.487903,0.512097,4,0.0,0.991233,ECC
0.514121,0.511126,0.294009,0.50969,0.33886,0.759174,0.420662,8.0,0.349138,0.377999,1.0,0.345929,0.467047,0.584844,0.505748,0.333097,0.407194,0.446124,0.435183,0.363166,0.783603,0.597164,0.860679,0.632969,0.548874,0.37205,0.828955,0.816138,0.570623,0.710119,0.854056,0.519876,0.50929,0.814547,0.326285,0.802471,7.5015,7.9827,8.0,8.0,9934,6,14,14,256,0.002554,0.327423,0.508184,0.491816,605,0.024194,1.003911,ChaCha20
1.0,0.478903,0.745182,0.885924,0.628779,0.646649,0.3903,8.0,0.257964,0.525338,0.677276,0.634167,0.514115,0.885924,0.438213,1.0,1.0,0.453019,0.46825,0.436032,0.265843,1.0,0.181662,0.866865,0.498617,1.0,0.262623,0.10771,0.483758,0.208971,0.473069,0.540931,0.44347,0.162713,0.0,1.0,8.0,7.7373,7.9105,8.0,3296,0,0,0,256,0.006235,0.390103,0.484764,0.515236,202,0.019417,0.99081,AES
0.486421,0.512086,0.392493,0.0,0.555932,0.133083,0.546132,8.0,0.206757,0.767035,0.309261,0.369914,0.421203,0.519701,0.309433,0.808233,0.6483,1.0,0.97881,0.557695,0.21275,1.0,0.373843,0.726317,0.949402,0.311266,0.617588,0.657826,0.908939,0.486109,0.913539,0.424323,0.786781,0.852001,0.614726,0.800072,7.795,7.7902,8.0,7.9135,133,5,5,5,47,0.001422,0.367205,0.531134,0.468866,7,0.125,0.99508,RC4
0.430339,0.502482,0.831658,0.324639,0.0,0.543647,0.67419,7.9316,0.726424,0.834076,0.877888,1.0,0.675096,0.584225,0.1133,0.330779,0.538981,1.0,0.962541,0.604175,0.938074,0.672732,0.830437,0.618205,0.385594,0.381755,0.599477,0.749748,0.267642,0.917498,0.846812,0.43359,0.721659,0.411988,0.915858,0.79964,8.0,7.9109,7.8719,7.8903,7488,0,0,0,256,0.0042,0.454952,0.509156,0.490844,443,0.053419,0.978209,ChaCha20
0.039847,0.403838,0.345827,0.536138,0.568412,0.0,0.716578,6.8775,0.0,0.47842,0.043247,1.0,0.0,0.977709,0.68582,0.058921,0.425311,0.285493,0.64336,0.0,0.611351,0.35835,0.524507,0.518796,0.512089,0.404327,0.103749,1.0,0.690935,0.016368,0.596731,0.419242,0.0,0.247853,0.353265,0.689511,6.9367,6.8664,6.9032,7.2993,1624,0,8,24,256,0.002536,0.408812,0.499128,0.500872,99,0.019802,0.957277,DES
0.945647,0.481982,0.16285,0.388575,0.05485,0.41349,0.169298,7.2489,0.675176,0.122648,0.025172,0.755815,0.0,0.895415,0.409373,0.292321,0.0,0.222891,0.481198,0.975995,0.0,0.145203,0.244258,0.240133,0.16512,0.305365,0.559253,0.197348,0.524925,0.0,0.909043,0.168718,0.833439,0.529279,0.255889,0.774404,7.3223,7.1004,6.9762,6.6089,552,0,8,8,237,0.003296,0.378144,0.507938,0.492062,32,0.058824,1.000634,DES
0.688714,0.01432,0.270688,0.520155,0.620373,0.396464,0.573646,7.9636,0.689838,0.481321,0.0,0.586452,0.375049,0.546296,0.27317,0.177278,0.726437,0.365175,0.691878,0.407936,0.013175,0.761196,0.545258,0.196784,0.208333,0.703152,0.0,0.720937,0.0,0.356821,0.682923,0.838212,0.0,0.382612,0.430345,0.456968,7.7179,7.658,7.2893,7.8974,608,0,0,0,252,0.003099,0.445128,0.489772,0.510228,36,0.052632,0.972087,Blowfish
0.167387,0.512587,0.438767,0.136245,0.178215,0.503857,0.527219,7.1472,0.038132,0.405832,0.0,0.801384,0.687701,0.0,0.114145,0.736808,0.303789,0.479917,0.412765,0.548835,0.413739,0.137825,0.606393,0.0,0.0,0.246361,0.124254,0.588363,0.507583,0.189687,0.469085,0.395067,0.712812,0.240165,0.761263,0.038207,7.4939,6.7358,7.0134,6.6808,752,0,0,16,193,0.006755,0.299156,0.48989,0.51011,40,0.148936,0.959601,DES
0.0,0.107703,0.868774,0.525157,0.399697,0.362456,0.718956,7.3488,0.565213,0.495293,0.0,0.956757,0.674141,1.0,0.114932,0.0,0.0,0.544687,0.800687,0.813794,0.550548,0.050962,0.713338,0.750864,0.0,0.369116,0.634378,0.596027,0.312475,0.0,0.764165,0.551903,0.49872,0.827236,0.630261,0.136114,7.1686,6.7586,7.6491,7.3684,48,0,0,16,45,0.007154,0.483514,0.552719,0.447281,2,0.333333,0.97496,ECC
0.355937,0.511893,0.323644,0.236284,0.443291,0.548861,0.135127,7.2789,0.496622,0.691253,0.870695,0.519365,0.211053,0.03595,0.579017,0.678505,0.417182,0.449476,0.683274,0.799168,0.207715,0.031932,0.271896,0.431649,0.122972,0.016292,0.314202,0.919787,0.213377,0.610346,0.704245,0.443446,0.24669,0.79688,0.1791,0.372035,7.3219,7.469,7.2044,7.262,384,0,0,0,207,0.001974,0.346979,0.50551,0.49449,20,0.166667,0.990181,RSA
0.571678,0.137976,0.186533,0.970614,0.731875,0.41868,0.672722,8.0,0.336362,0.816983,0.751352,0.305055,0.447852,0.559354,0.036933,0.460762,1.0,0.959833,0.919305,0.460281,1.0,0.493485,1.0,0.373293,0.369842,1.0,0.336471,0.466451,0.544272,0.469356,0.741034,0.296229,0.806099,0.0,0.829457,0.265577,8.0,7.9039,8.0,8.0,3504,0,0,16,256,0.0,0.420659,0.490907,0.509093,193,0.118721,0.967621,AES
0.828207,0.725609,0.32358,0.497241,0.627695,0.413081,0.742339,7.5768,0.47762,0.282134,0.011281,0.354253,0.553901,0.676959,0.672561,0.723539,1.0,0.824185,1.0,1.0,0.363143,0.388002,0.435455,0.681421,0.658818,0.929527,0.08449,0.0,0.802692,0.379999,0.420745,0.395365,0.476521,0.292051,0.210551,0.697545,8.0,7.7376,7.6551,7.6511,256,0,0,0,233,0.002386,0.422436,0.463383,0.536617,16,0.0,0.980949,Blowfish
0.860914,0.502329,0.637471,0.182785,0.287567,0.068716,0.5556,7.7263,0.802495,0.562143,0.338705,0.363045,0.276284,0.594162,0.622655,0.387122,0.492059,0.638533,0.137288,0.630952,0.51165,0.709354,0.548127,0.771402,0.520206,1.0,0.673858,0.173069,0.976796,0.12209,0.679173,0.543061,0.295955,0.257675,0.319153,0.337835,7.8123,7.7026,7.4968,7.7829,584,0,8,8,237,0.003783,0.349465,0.493238,0.506762,34,0.055556,0.991681,Blowfish
0.866155,0.391728,0.974263,0.822417,0.0,0.118962,0.755996,7.7384,0.662566,0.56431,0.343028,0.755383,0.718288,0.52609,0.429102,0.415239,0.634242,0.665439,0.274503,0.39025,0.312225,0.777093,0.209066,0.752096,0.436609,0.975252,0.30218,0.415235,0.599355,0.087097,0.0,0.752213,0.621904,0.818263,1.0,0.334103,7.9385,7.6294,7.6652,7.7674,148,4,4,20,72,0.0,0.333639,0.498899,0.501101,7,0.222222,1.004679,RC4
0.611186,0.213536,0.41607,0.575674,0.727676,0.80577,0.483061,7.8584,0.518344,0.544713,0.854458,0.315043,0.439008,0.596426,0.359353,1.0,0.864476,0.61862,0.328809,0.556038,0.895472,0.535485,1.0,0.652025,0.985908,0.229688,0.615121,0.471082,0.291805,0.549668,0.639962,0.323887,0.261038,0.256652,0.0,0.647688,7.9989,8.0,8.0,8.0,2160,0,0,16,256,0.005423,0.345421,0.522233,0.477767,119,0.118519,1.010723,AES
1.0,0.0,0.730863,0.601158,0.789562,0.325454,0.443322,7.4788,0.469858,0.193454,1.0,0.480203,1.0,0.470428,0.311572,0.281964,0.308234,0.526789,0.038185,0.0,0.026712,0.702269,0.389194,0.779748,0.540135,0.598056,0.0,0.370192,0.625204,0.675322,0.612753,1.0,0.49328,0.633981,0.155156,0.0,7.6762,7.3273,7.6557,8.0,512,0,0,0,175,0.006396,0.319129,0.512774,0.487226,31,0.03125,0.972899,Blowfish
0.350699,0.065741,0.152637,0.761272,0.049639,0.205189,0.71155,7.6251,0.873937,0.899168,0.315754,0.801374,0.453687,0.0,0.971333,0.063393,0.096869,0.771036,0.601345,0.298833,0.667735,0.123299,0.804183,0.92743,0.09897,0.447154,1.0,0.593452,0.0,0.72968,0.274026,0.48827,1.0,0.581897,0.35582,0.147439,7.5479,7.8648,8.0,7.7292,146,2,2,18,56,0.006941,0.18507,0.46886,0.53114,7,0.222222,0.968233,RC4
0.381834,0.708075,0.577218,0.568409,0.122907,0.530063,0.437302,7.7584,0.917717,0.848909,0.439858,0.676185,1.0,0.742468,0.574425,0.905217,0.478963,0.634605,0.144442,0.644307,0.690411,0.893967,0.638807,0.680257,0.753133,0.718204,0.463107,0.725959,0.0,0.0,1.0,0.629353,0.972107,0.195425,0.012796,0.721039,8.0,7.8724,7.8411,8.0,12989,5,13,29,256,0.000423,0.35637,0.50721,0.49279,697,0.140567,1.006542,ChaCha20
0.479222,0.17535,0.582696,0.222913,1.0,0.662442,1.0,7.3336,0.5885,0.663999,0.332717,0.457875,0.518501,0.751532,0.533988,0.432002,0.687918,0.152428,0.675344,0.0,0.843262,0.320948,0.350114,0.0,0.805478,0.616533,0.228235,0.399106,0.667752,1.0,0.116002,0.61521,0.442277,0.241233,0.0,0.367222,7.6589,7.5941,7.5977,7.6723,1760,0,0,0,256,0.005147,0.415621,0.492312,0.507688,104,0.054545,1.011541,Blowfish
0.877558,1.0,0.0,0.29803,0.0,0.261686,0.717872,7.12,0.591756,0.139083,0.814707,0.379804,0.954736,0.723692,0.126874,0.55753,0.646573,0.491213,0.724552,0.182529,0.340976,0.907301,0.310761,0.10614,0.048159,0.559365,0.955971,0.503661,0.45142,0.296178,0.799021,0.269756,0.46773,0.728964,0.318119,0.351173,7.4211,7.015,6.7922,6.978,512,0,0,0,205,0.0,0.375014,0.498314,0.501686,30,0.0625,1.018788,RSA
0.765557,0.402801,0.625252,0.094125,0.785437,0.34403,0.666722,7.4726,0.54198,0.398448,0.348672,0.489644,0.493608,0.294676,0.786828,0.917195,0.217245,0.439531,0.160481,0.784392,0.312806,0.409234,0.736025,0.47175,0.453445,0.883059,0.05274,0.53991,0.602231,0.789562,0.339735,0.4147,0.489473,0.101402,0.264803,0.592339,7.8252,7.433,7.9003,7.7343,416,0,0,0,169,0.00269,0.409945,0.50473,0.49527,22,0.153846,0.970731,Blowfish
0.514581,0.454882,0.791476,0.0,1.0,1.0,0.70219,8.0,0.819584,0.495368,0.850785,0.411565,0.403231,0.231522,0.662957,0.562783,0.160891,0.442831,0.907329,0.651178,0.229956,0.580711,1.0,0.239408,0.212695,0.330468,0.481903,0.673302,0.0,0.0,0.750255,0.671559,0.689613,0.0,0.614417,0.73581,7.9926,8.0,8.0,7.9357,4071,7,7,7,256,0.006282,0.340781,0.469071,0.530929,224,0.11811,0.980936,AES
0.032759,1.0,0.045686,0.445312,0.573983,0.356939,0.768133,6.8934,0.0,0.738931,0.361764,0.142949,0.505432,0.0,0.316083,0.12154,0.342492,0.170811,0.957435,0.31156,0.108944,0.110759,0.723209,0.429955,0.072311,0.539069,0.297126,0.994359,0.197739,0.19907,0.74918,0.61208,0.526406,0.672845,0.735498,0.193162,6.8127,7.3238,7.0458,6.8924,1240,0,8,24,256,0.002923,0.447723,0.459511,0.540489,77,0.0,0.998738,DES
0.420018,0.523753,0.108036,0.765415,0.379462,0.514254,0.137232,7.4401,0.912566,0.229946,0.80837,0.893134,0.133436,0.458596,0.300693,0.399426,0.679666,0.111634,0.252128,0.51236,0.471683,0.0,0.0,0.278918,0.613328,0.329134,0.660482,0.390939,0.426551,0.723364,0.688715,0.818291,0.978701,0.502191,0.284406,1.0,7.5323,7.5437,7.7044,7.4884,132,4,4,4,88,0.003854,0.358473,0.487935,0.512065,8,0.0,0.97299,RC4
